id	side_effect
prednisone	Berylliosis
prednisone	Bursitis
prednisone	Malignant Neoplasms
prednisone	Chorioretinitis
prednisone	Choroiditis
prednisone	Collagen Diseases
prednisone	Allergic Conjunctivitis
prednisone	Exfoliative dermatitis
prednisone	Contact Dermatitis
prednisone	Diuresis
prednisone	Drug Allergy
prednisone	Edema
prednisone	Endocrine System Diseases
prednisone	Enteritis
prednisone	Epicondylitis
prednisone	Gastrointestinal Diseases
prednisone	Herpes Zoster Ophthalmicus
prednisone	Inflammation
prednisone	Iridocyclitis
prednisone	Iritis
prednisone	Keratitis
prednisone	Lymphoma
prednisone	Multiple Sclerosis
prednisone	Mycosis Fungoides
prednisone	"Ophthalmia, Sympathetic"
prednisone	Optic Neuritis
prednisone	Degenerative polyarthritis
prednisone	Proteinuria
prednisone	Psoriasis
prednisone	Rheumatic Heart Disease
prednisone	"Rhinitis, Allergic, Perennial"
prednisone	Seborrheic dermatitis
prednisone	Serum Sickness
prednisone	Dermatologic disorders
prednisone	Stevens-Johnson Syndrome
prednisone	Synovitis
prednisone	Tenosynovitis
prednisone	Thyroiditis
prednisone	Trichinellosis
prednisone	"Tuberculosis, Meningeal"
prednisone	"Tuberculosis, Pulmonary"
prednisone	Uremia
prednisone	"Uveitis, Posterior"
prednisone	Polymyositis
prednisone	"Skin Diseases, Bullous"
prednisone	Secondary thrombocytopenia
prednisone	Corneal ulcer marginal
prednisone	Hypoplastic anemia
prednisone	Erythema multiforme severe
prednisone	Simple Pulmonary Eosinophilia
prednisone	Secondary adrenocortical insufficiency
prednisone	Lupus Erythematosus
prednisone	Allergic conditions
prednisone	Decreased erythroid precursor production
prednisone	Aspiration pneumonitis
prednisone	Juvenile arthritis
prednisone	Arthritis
prednisone	Herpes zoster disease
prednisone	Hypersensitivity
prednisone	Thrombocytopenia
prednisone	Ulcer
prednisone	Hypokalemia
prednisone	Hypotension
prednisone	Hypokalemic alkalosis
prednisone	Metabolic alkalosis
prednisone	Fluid retention
prednisone	Pneumonia
prednisone	Meningitis
prednisone	Thrombocytopenic purpura
pregabalin	Epilepsy
pregabalin	Neuralgia
pregabalin	Generalized Anxiety Disorder
pregabalin	"Seizures, Focal"
pregabalin	Postherpetic neuralgia
pregabalin	Diabetic peripheral neuropathy
pregabalin	Renal Insufficiency
pregabalin	Fibromyalgia
pregabalin	Seizures
pregabalin	Spinal Cord Injuries
primidone	Bone Diseases
primidone	Epilepsy
primidone	Jacksonian Seizure
primidone	Myoclonus
primidone	Tonic - clonic seizures
probenecid	"Arthritis, Gouty"
probenecid	Edema
probenecid	Gout
probenecid	Hypertensive disease
probenecid	Hyperuricemia
procarbazine	Brain Neoplasms
procarbazine	Lymphoma
procarbazine	melanoma
procarbazine	Multiple Myeloma
procarbazine	Carcinoma of lung
procarbazine	Glioma
procarbazine	Hodgkin Disease
procarbazine	Neoplasms
prochlorperazine	Nausea
prochlorperazine	Migraine Disorders
prochlorperazine	Anxiety
prochlorperazine	Schizophrenia
prochlorperazine	Mania acute
prochlorperazine	Labyrinthitis
prochlorperazine	Meniere Disease
prochlorperazine	Vertigo
prochlorperazine	Vomiting
prochlorperazine	Mitral Valve Insufficiency
prochlorperazine	Electroencephalogram abnormal
prochlorperazine	Psychotic Disorders
prochlorperazine	Agitated depression
prochlorperazine	Generalized Anxiety Disorder
prochlorperazine	Tardive Dyskinesia
progesterone	Infertility
progesterone	Estrogen Effect
progesterone	Fertilization
progesterone	Amenorrhea secondary
progesterone	Abdominal Pain
progesterone	Spontaneous abortion
progesterone	Anxiety
progesterone	Arthralgia
progesterone	Arthritis
progesterone	Back Pain
progesterone	Blood coagulation
progesterone	Malignant neoplasm of breast
progesterone	Bronchitis
progesterone	Chest Pain
progesterone	Cleft Palate
progesterone	Communicable Diseases
progesterone	Confusion
progesterone	Constipation
progesterone	Coughing
progesterone	Mental Depression
progesterone	Diarrhea
progesterone	Diplopia
progesterone	Dizziness
progesterone	Drowsiness
progesterone	Dyspepsia
progesterone	Exophthalmos
progesterone	Eye Abnormalities
progesterone	Fatigue
progesterone	Fever
progesterone	Headache
progesterone	Heartburn
progesterone	Hemorrhage
progesterone	Hypertensive disease
progesterone	Irritable Mood
progesterone	Cramps of lower extremities
progesterone	Liver diseases
progesterone	Mastodynia
progesterone	Muscle Cramp
progesterone	Myocardial Infarction
progesterone	Nasal congestion (finding)
progesterone	Nausea
progesterone	Night sweats
progesterone	Pain
progesterone	Personality Disorders
progesterone	Pulmonary Embolism
progesterone	Cerebrovascular accident
progesterone	Swelling
progesterone	Upper Respiratory Infections
progesterone	Urinary tract infection
progesterone	Uterine Fibroids
progesterone	Vaginitis
progesterone	Virus Diseases
progesterone	Vomiting
progesterone	Xerostomia
progesterone	Mood swings
progesterone	Migraine Disorders
progesterone	Bone pain
progesterone	Menstruation irregular
progesterone	Stomach ache
progesterone	Vaginal Discharge
progesterone	Disability
progesterone	Worried
progesterone	Vaginal dryness
progesterone	Sore Throat
progesterone	Breast tenderness
progesterone	Fluid retention
progesterone	Blurred vision
progesterone	Infective vaginitis
progesterone	Blind Vision
progesterone	Hot flushes
progesterone	Sleep Disorders
progesterone	Abdominal bloating
progesterone	Unspecified visual loss
progesterone	Menopause
progesterone	Amenorrhea
progesterone	Uterine hemorrhage
progesterone	Uterine Cancer
progesterone	Hormone abnormality
promethazine	Chickenpox
promethazine	Hay fever
promethazine	Hypersensitivity
promethazine	Insect Bites
promethazine	Measles
promethazine	Nausea
promethazine	Sting Injury
promethazine	Urticaria
promethazine	Vomiting
promethazine	"Dermatitis, Allergic Contact"
promethazine	"Vomiting, Postoperative"
promethazine	Allergic conditions
promethazine	Allergic rhinitis (disorder)
promethazine	Angioedema
promethazine	Motion Sickness
promethazine	Pruritus
promethazine	anaphylaxis
promethazine	"Pain, Postoperative"
promethazine	Wakefulness
promethazine	apprehension
promethazine	Light sleep
promethazine	Allergic Conjunctivitis
promethazine	"Rhinitis, Vasomotor"
promethazine	Urticaria physical
promethazine	Pain
propafenone	Heart Diseases
propafenone	Myocardial Infarction
propafenone	Ventricular arrhythmia
propafenone	Sustained ventricular tachycardia
propafenone	Cardiac Arrhythmia
propafenone	Sudden death
propafenone	Vascular resistance
propafenone	Excitability
propafenone	Prolonged menses
propafenone	Cardiac index
propafenone	Hepatic Insufficiency
propafenone	Renal Insufficiency
propafenone	Atrial Premature Complexes
propafenone	Supraventricular tachycardia
propafenone	Wolff-Parkinson-White Syndrome
propafenone	Atrial Fibrillation
propafenone	Atrial Flutter
propafenone	Cardiac Flutter
propafenone	Paroxysmal supraventricular tachycardia
propafenone	Paroxysmal atrial fibrillation
propafenone	Chronic atrial fibrillation
propafenone	Permanent atrial fibrillation
propranolol	Hemangioma
propranolol	Pain
propranolol	Ulcer
propranolol	Conduction disorder of the heart
propranolol	Angina Pectoris
propranolol	Coronary Arteriosclerosis
propranolol	Headache
propranolol	Hypertensive disease
propranolol	Migraine Disorders
propranolol	Common Migraine
propranolol	Idiopathic hypertrophic subaortic stenosis
propranolol	Cardiac Arrhythmia
propranolol	Atrial Fibrillation
propranolol	Atrial Flutter
propranolol	Supraventricular tachycardia
propranolol	Thyrotoxicosis
propranolol	"Tachycardia, Ventricular"
propranolol	Wolff-Parkinson-White Syndrome
propranolol	Tachyarrhythmia
propranolol	Ventricular arrhythmia
propranolol	Premature ventricular contractions
propranolol	Sinus rhythm
propranolol	Myocardial depression
propranolol	Supraventricular arrhythmia
propranolol	Atrial tachycardia
propranolol	Digitalis intoxication (NOS)
propranolol	Myocardial Infarction
propranolol	Neoplasms
propranolol	Essential Tremor
propranolol	Familial Tremor
propranolol	Tremor
propranolol	Diabetes Mellitus
propranolol	Diabetic Nephropathy
propranolol	Heart failure
propranolol	Hyperlipidemia
propranolol	Hypotension
propranolol	Strawberry nevus of skin
propranolol	Palpitations
propranolol	Syncope
propylthiouracil	Hyperthyroidism
propylthiouracil	Graves Disease
propylthiouracil	Toxic multinodular goiter
pyrazinamide	Icterus
pyrazinamide	Tuberculosis
pyrazinamide	Active tuberculosis
pyridostigmine	Myasthenia Gravis
pyridostigmine	Breast Feeding
pyridostigmine	Paralytic Ileus
pyridostigmine	Urinary Retention
pyridoxine	Anemia
pyridoxine	Sideroblastic anemia
pyridoxine	Dermatitis
pyridoxine	Homocystinuria
pyridoxine	Hyperoxaluria
pyridoxine	Inborn Errors of Metabolism
pyridoxine	Neuritis
pyridoxine	Seizures
pyridoxine	Cheilosis
pyridoxine	Neurologic Symptoms
pyridoxine	Vitamin B 6 Deficiency
pyridoxine	Pyridoxine Deficiency
pyridoxine	Anorexia
pyridoxine	Nausea
pyridoxine	Vomiting
pyrimethamine	Malaria
pyrimethamine	Toxoplasmosis
quazepam	Chronic Insomnia
quazepam	Sleeplessness
quetiapine	Bipolar Disorder
quetiapine	"Depression, Bipolar"
quetiapine	Schizoaffective Disorder
quetiapine	Schizophrenia
quetiapine	Mania acute
quetiapine	Manic
quetiapine	Bipolar I disorder
quetiapine	Generalized Anxiety Disorder
quetiapine	Major Depressive Disorder
quetiapine	Neutropenia
quetiapine	Hepatic impairment
quetiapine	Hyperglycemia
quetiapine	Bipolar II disorder
quetiapine	Extrapyramidal symptoms
quetiapine	Psychotic Disorders
quetiapine	Mental disorders
quetiapine	"Schizophrenia, Childhood"
quetiapine	White blood cell count decreased
quetiapine	Tremor
quetiapine	Cogwheel Rigidity
quetiapine	Akathisia
quetiapine	Nuchal Rigidity
quetiapine	Dementia
quetiapine	Mental Depression
quinapril	Congestive heart failure
quinapril	Hypertensive disease
quinapril	"Hypertension, Renovascular"
quinapril	Essential Hypertension
quinapril	Angioedema
quinapril	Hypotension
quinapril	Heart failure
quinidine	"Malaria, Falciparum"
quinidine	Cramps of lower extremities
quinidine	Malaria
quinidine	Plasmodium falciparum infection
quinidine	Babesiosis
quinidine	Myotonia
quinidine	Atrial Fibrillation
quinidine	Cardiac Flutter
quinidine	Tachyarrhythmia
quinidine	Ventricular arrhythmia
quinidine	Sinus rhythm
quinidine	Sustained ventricular tachycardia
rabeprazole	Duodenal Ulcer
rabeprazole	Gastroesophageal reflux disease
rabeprazole	Peptic Ulcer
rabeprazole	Gastric ulcer
rabeprazole	Ulcer
rabeprazole	Chronic gastritis
rabeprazole	Heartburn
rabeprazole	Zollinger-Ellison syndrome
rabeprazole	Regurgitation
rabeprazole	Non-erosive reflux disease
rabeprazole	Communicable Diseases
raloxifene	Hip Fractures
raloxifene	Osteoporosis
raloxifene	Menopausal symptoms
raloxifene	Malignant neoplasm of breast
raloxifene	Menarche
raloxifene	Menopause
raloxifene	Invasive Breast Carcinoma
raloxifene	"Osteoporosis, Postmenopausal"
ramelteon	Sleeplessness
ramipril	Heart failure
ramipril	Hypertensive disease
ramipril	"Hypertension, Renovascular"
ramipril	Kidney Diseases
ramipril	Myocardial Infarction
ramipril	Proteinuria
ramipril	Vascular Diseases
ramipril	Microalbuminuria
ramipril	Progressive renal failure
ramipril	Hypertensive (finding)
ramipril	Post MI
ramipril	Cerebrovascular accident
ramipril	Essential Hypertension
ramipril	Acute myocardial infarction
ramipril	"Ventricular Dysfunction, Left"
ramipril	Angioedema
ramipril	Congestive heart failure
ramipril	Renal Artery Stenosis
ramipril	Renal Insufficiency
ramipril	Hypotension
ranitidine	Scleroderma
ranitidine	Duodenal Ulcer
ranitidine	Esophagitis
ranitidine	Peptic Esophagitis
ranitidine	Gastrinoma
ranitidine	Gastric ulcer
ranitidine	Zollinger-Ellison syndrome
ranitidine	Dyspepsia
ranitidine	Heartburn
ranitidine	Hyperchlorhydria
ranitidine	Sensory Discomfort
ranitidine	Acid indigestion
ranitidine	Upset stomach
ranitidine	Sour stomach
ranitidine	Gastrointestinal Hemorrhage
ranitidine	Hemorrhage
ranitidine	Obesity
ranitidine	Peptic Ulcer
ranitidine	Ulcer
ranitidine	Mendelson Syndrome
ranitidine	Ulcer haemorrhage
ranitidine	gastrointestinal symptom
ranitidine	Communicable Diseases
ranitidine	Gastroesophageal reflux disease
ranitidine	Upper gastrointestinal hemorrhage
ranitidine	Bacterial infection due to helicobacter pylori (H. pylori)
ranitidine	"Mastocytosis, Systemic"
ranitidine	Erosive esophagitis
ranolazine	Angina Pectoris
ranolazine	Heart failure
ranolazine	Stable angina
ranolazine	"Lung Diseases, Obstructive"
ranolazine	Renal Insufficiency
ranolazine	Diabetes Mellitus
ranolazine	Chronic Obstructive Airway Disease
ranolazine	Acute Coronary Syndrome
reboxetine	Cardiovascular Diseases
reboxetine	Depressive Symptoms
reboxetine	Major Depressive Disorder
reboxetine	Depressive disorder
repaglinide	"Diabetes Mellitus, Non-Insulin-Dependent"
repaglinide	Hyperglycemia
repaglinide	Body Weight decreased
repaglinide	Coronary Artery Disease
repaglinide	Diabetes Mellitus
repaglinide	"Diabetes Mellitus, Insulin-Dependent"
repaglinide	Kidney Diseases
repaglinide	Obesity
repaglinide	Retinal Diseases
repaglinide	Diabetic
repaglinide	Complications of Diabetes Mellitus
repaglinide	Neuropathy
repaglinide	Blood glucose decreased
retapamulin	Impetigo
retapamulin	"Skin Diseases, Infectious"
retapamulin	Laceration
retapamulin	Injury wounds
ribavirin	Communicable Diseases
ribavirin	Hepatitis C
ribavirin	Liver diseases
ribavirin	Virus Diseases
ribavirin	Liver Failure
ribavirin	Alanine aminotransferase increased
ribavirin	Coinfection
ribavirin	"Hepatitis C, Chronic"
ribavirin	Compensated cirrhosis
ribavirin	Increased bilirubin level (finding)
ribavirin	Chronic Obstructive Airway Disease
ribavirin	Respiratory Syncytial Virus Infections
ribavirin	Respiratory Tract Infections
ribavirin	Lower respiratory tract infection
ribavirin	Fibrosis
ribavirin	"Hepatitis, Chronic"
ribavirin	Inflammation
ribavirin	Body Weight decreased
ribavirin	Disease Progression
ribavirin	Dysgeusia
ribavirin	Hepatitis
ribavirin	Influenza
ribavirin	Environmental Exposure
ribavirin	Cor pulmonale
ribavirin	Congenital heart disease
rifabutin	Communicable Diseases
rifabutin	Mycobacterium Infections
rifabutin	Tuberculosis
rifabutin	"Tuberculosis, Pulmonary"
rifabutin	Immunocompromised Host
rifabutin	Acquired Immunodeficiency Syndrome
rifabutin	Liver Dysfunction
rifabutin	Renal Insufficiency
rifampicin	Tuberculosis
rifampicin	Drug Allergy
rifampicin	Leprosy
rifampicin	Borderline leprosy
rifampicin	"Leprosy, Lepromatous"
rifampicin	Tuberculoid leprosy
rifampicin	Meningococcal Infections
rifampicin	Influenza
rifampicin	"Meningitis, Bacterial"
rifampicin	Communicable Diseases
rifampicin	Culture positive
rifampicin	"Tuberculosis, Pulmonary"
rifampicin	Brucellosis
rifampicin	Staphylococcal Infections
rifaximin	Diarrhea
rifaximin	Fever
rifaximin	Travellers diarrhea
rifaximin	Travellers diarrhea
rifaximin	Communicable Diseases
rifaximin	Hepatic Encephalopathy
rifaximin	End Stage Liver Disease
rifaximin	Liver Dysfunction
riluzole	Amyotrophic Lateral Sclerosis
riluzole	Motor Neuron Disease
riluzole	Anterior Horn Cell Disease
riluzole	Neurodegenerative Disorders
risperidone	Aggressive behavior
risperidone	Mental disorders
risperidone	Mental Retardation
risperidone	Psychotic Disorders
risperidone	Schizophrenia
risperidone	Dementia
risperidone	Autistic Disorder
risperidone	Behavior Disorders
risperidone	Mania acute
risperidone	Bipolar Disorder
risperidone	Chronic schizophrenia
risperidone	Manic
risperidone	Bipolar I disorder
risperidone	Malignant neoplasm of breast
risperidone	Diabetes Mellitus
risperidone	Kidney Diseases
risperidone	Parkinson Disease
risperidone	Pituitary Neoplasms
risperidone	Lewy Body Disease
risperidone	Carcinogenicity
risperidone	Hepatic impairment
risperidone	Renal Insufficiency
risperidone	Alzheimers Disease
risperidone	Alzheimers Disease
risperidone	Schizoaffective Disorder
risperidone	Irritable Mood
risperidone	Temper tantrum
risperidone	Anxiety
risperidone	Delusions
risperidone	Hallucinations
risperidone	Hostility
risperidone	Violence
risperidone	Agitation
risperidone	Distractibility
risperidone	Suspicious behavior (finding)
risperidone	Physical wandering
risperidone	Pressure of speech
risperidone	Poverty of speech
risperidone	Schizophrenia and other psychotic disorders
risperidone	Social withdrawal
risperidone	Racing thoughts
ritonavir	Acquired Immunodeficiency Syndrome
ritonavir	Diabetes Mellitus
ritonavir	Hemophilia A
rivaroxaban	Embolism
rivaroxaban	Hypertensive disease
rivaroxaban	Atrial Fibrillation
rivaroxaban	Pulmonary Embolism
rivaroxaban	Cerebrovascular accident
rivaroxaban	Deep Vein Thrombosis
rivastigmine	Alzheimers Disease
rivastigmine	Alzheimers Disease
rivastigmine	Parkinson Disease
rivastigmine	Dementia
rivastigmine	Diarrhea
rivastigmine	Nausea
rivastigmine	Vomiting
rivastigmine	Decrease in appetite
rizatriptan	Cluster Headache
rizatriptan	Migraine Disorders
rizatriptan	Aura
rocuronium	Muscle relaxation phase
rofecoxib	Rheumatoid Arthritis
rofecoxib	Cluster Headache
rofecoxib	Degenerative polyarthritis
rofecoxib	Pain
rofecoxib	Primary dysmenorrhea
rofecoxib	Migraine Disorders
rofecoxib	Acute onset pain
rofecoxib	Aura
rofecoxib	Juvenile arthritis
ropinirole	Hypotension
ropinirole	Muscle Rigidity
ropinirole	Parkinson Disease
ropinirole	Stereotypic Movement Disorder
ropinirole	Tachycardia
ropinirole	Vomiting
ropinirole	Hypokinesia
ropinirole	Immobile
ropinirole	Bradykinesia
ropinirole	Hyperactive behavior
ropinirole	Bradycardia
ropinirole	Hypertensive (finding)
ropinirole	Hypotensive
ropinirole	Total Peripheral Resistance
ropinirole	Restless Legs Syndrome
ropivacaine	"Pain, Postoperative"
ropivacaine	Pregnancy
ropivacaine	Labor Pain
ropivacaine	Acute onset pain
ropivacaine	Pain
rosiglitazone	"Diabetes Mellitus, Non-Insulin-Dependent"
rosiglitazone	Insulin Resistance
rosiglitazone	Body Weight decreased
rosiglitazone	Diabetic
rosiglitazone	"Diabetes Mellitus, Insulin-Dependent"
rosiglitazone	Diabetic Ketoacidosis
rosuvastatin	"Alcoholic Intoxication, Chronic"
rosuvastatin	Diabetes Mellitus
rosuvastatin	Hypercholesterolemia
rosuvastatin	"Hypercholesterolemia, Familial"
rosuvastatin	Hypothyroidism
rosuvastatin	Liver diseases
rosuvastatin	Nephrotic Syndrome
rosuvastatin	Myocardial Infarction
rosuvastatin	Cerebrovascular accident
rosuvastatin	Heterozygous familial hypercholesterolemia
rosuvastatin	Dyslipidemias
rosuvastatin	Homozygous familial hypercholesterolaemia
rosuvastatin	Atherosclerosis
rosuvastatin	Hyperlipidemia
rosuvastatin	Hyperlipoproteinemia Type III
rosuvastatin	Hypertriglyceridemia
rosuvastatin	Cardiovascular Diseases
rosuvastatin	Coronary heart disease
roxithromycin	Acute pharyngitis
roxithromycin	Acute tonsillitis
roxithromycin	"Bronchitis, Chronic"
roxithromycin	Communicable Diseases
roxithromycin	Impetigo
roxithromycin	Sinusitis
roxithromycin	Tonsillitis
roxithromycin	Upper Respiratory Infections
roxithromycin	Acute bronchitis
roxithromycin	Lower respiratory tract infection
roxithromycin	Community acquired pneumonia
roxithromycin	non-gonococcal urethritis (NGU)
roxithromycin	Liver Dysfunction
roxithromycin	Tooth infection
roxithromycin	Renal Insufficiency
salbutamol	Asthma
salbutamol	"Asthma, Exercise-Induced"
salbutamol	Bronchial Spasm
salbutamol	Chronic Obstructive Airway Disease
salbutamol	Sinus Tachycardia
salbutamol	Exacerbation of asthma
salbutamol	Actual Positive Heart Rate
salbutamol	Premature Obstetric Labor
salbutamol	Pregnancy
salbutamol	Diabetic
salbutamol	Abnormal coordination
salbutamol	"Bronchitis, Chronic"
salbutamol	"Bronchospasm, Exercise-Induced"
salbutamol	Inflammation
salbutamol	Status Asthmaticus
salbutamol	"Lung Diseases, Obstructive"
salbutamol	Pulmonary Emphysema
salbutamol	Reversible airways obstruction
salmeterol	Airway Obstruction
salmeterol	Asthma
salmeterol	"Asthma, Exercise-Induced"
salmeterol	Chronic Obstructive Airway Disease
salmeterol	Reversible airways obstruction
salmeterol	Bronchial Spasm
salmeterol	"Bronchitis, Chronic"
salmeterol	Dyspnea
salmeterol	Pulmonary Emphysema
salmeterol	"Lung Diseases, Obstructive"
salmeterol	"Bronchospasm, Exercise-Induced"
saquinavir	Acquired Immunodeficiency Syndrome
saquinavir	Disease Progression
saxagliptin	"Diabetes Mellitus, Non-Insulin-Dependent"
saxagliptin	"Diabetes Mellitus, Insulin-Dependent"
saxagliptin	Diabetic Ketoacidosis
saxagliptin	Pancreatitis
saxagliptin	Renal Insufficiency
scopolamine	Amnesia
scopolamine	Motion Sickness
scopolamine	Nausea
scopolamine	secretion of saliva
scopolamine	Vomiting
scopolamine	Iridocyclitis
scopolamine	Mydriasis
scopolamine	Cycloplegia
scopolamine	Alcohol Withdrawal Delirium
sertraline	Obsessive-Compulsive Disorder
sertraline	Panic Disorder
sertraline	"Phobia, Social"
sertraline	Premenstrual dysphoric disorder
sertraline	Major Depressive Disorder
sertraline	Kidney Diseases
sertraline	Seizures
sertraline	Hepatic impairment
sertraline	Depressive disorder
sertraline	Depressive Symptoms
sertraline	Drug Interactions
sertraline	Agoraphobia
sertraline	Mental Depression
sertraline	Panic Attacks
sertraline	Obsessions
sertraline	Obsessive compulsive behavior
sertraline	Panic
sertraline	Anger
sertraline	Anxiety
sertraline	Chest Pain
sertraline	Depersonalization
sertraline	Dizziness
sertraline	Dyspnea
sertraline	Fatigue
sertraline	Fear (Mental Process)
sertraline	Guilt
sertraline	Headache
sertraline	Irritable Mood
sertraline	"Major depressive disorder, single episode"
sertraline	Nausea
sertraline	Numbness
sertraline	Palpitations
sertraline	Paresthesia
sertraline	Sleep disturbances
sertraline	Post-Traumatic Stress Disorder
sertraline	Suicide attempt
sertraline	Sweating
sertraline	Weight Gain
sertraline	Chills
sertraline	Agitation
sertraline	Mood swings
sertraline	Lightheadedness
sertraline	Distress
sertraline	Myalgia
sertraline	Dysphoria
sertraline	Tension
sertraline	Thought retardation
sertraline	Derealization
sertraline	Sensory Discomfort
sertraline	Trembling
sertraline	Hypervigilance
sertraline	Unable to concentrate
sertraline	Pounding heart
sertraline	Abdominal distress
sertraline	Hallucinogen Persisting Perception Disorder
sertraline	Breast tenderness
sertraline	Depressed mood
sertraline	Feeling suicidal (finding)
sertraline	Decreased interest
sertraline	Fear of death
sertraline	Mood Disorders
sertraline	Choking sensation
sertraline	Sexual Dysfunction
sertraline	Hot flushes
sertraline	Abdominal bloating
sertraline	FInding of estrangement
sertraline	Exaggerated startle response
sertraline	Has tingling sensation
sertraline	Manic
sevoflurane	Seizures
sibutramine	Obesity
sibutramine	Body Weight decreased
sibutramine	Behavior showing increased motor activity
sildenafil	Erectile dysfunction
sildenafil	Connective Tissue Diseases
sildenafil	Hypertensive disease
sildenafil	Pulmonary Hypertension
sildenafil	Congenital heart disease
sildenafil	Idiopathic pulmonary hypertension
sildenafil	Pulmonary hypertension secondary
sildenafil	Fasting
sildenafil	Liver Cirrhosis
sildenafil	Muscle relaxation phase
sildenafil	Hepatic impairment
sildenafil	Renal Insufficiency
sildenafil	Muscle Rigidity
sildenafil	Spinal Cord Injuries
sildenafil	Diabetic
sildenafil	Hepatic Insufficiency
simvastatin	"Alcoholic Intoxication, Chronic"
simvastatin	Cerebrovascular Disorders
simvastatin	Coronary heart disease
simvastatin	Diabetes Mellitus
simvastatin	Hypercholesterolemia
simvastatin	Hypothyroidism
simvastatin	Liver diseases
simvastatin	Nephrotic Syndrome
simvastatin	Cerebrovascular accident
simvastatin	Coronary Arteriosclerosis
simvastatin	Hyperlipidemia
simvastatin	Obstruction
simvastatin	Homozygous familial hypercholesterolaemia
simvastatin	Low density lipoprotein increased
simvastatin	Angina Pectoris
simvastatin	Congestive heart failure
simvastatin	"Hypercholesterolemia, Familial"
simvastatin	Hypertriglyceridemia
simvastatin	Myocardial Infarction
simvastatin	Lipid Metabolism Disorders
simvastatin	Atheroma
simvastatin	Cholesterol serum elevated
simvastatin	Heart failure signs and symptoms
simvastatin	Triglycerides normal
simvastatin	Cardiovascular Diseases
simvastatin	Hyperlipoproteinemias
simvastatin	Hyperlipoproteinemia Type III
simvastatin	Hyperlipoproteinemia Type IV
simvastatin	Menarche
simvastatin	Dyslipidemias
simvastatin	Heterozygous familial hypercholesterolemia
simvastatin	Type IIb hyperlipidaemia
simvastatin	Fredrickson Type III lipidemia
simvastatin	Leg Ulcer
simvastatin	Carotid Artery Diseases
simvastatin	Hypertensive disease
simvastatin	Premature Menopause
simvastatin	Peripheral Vascular Diseases
sitagliptin	"Diabetes Mellitus, Non-Insulin-Dependent"
sitagliptin	Hypoglycemia
sitagliptin	"Diabetes Mellitus, Insulin-Dependent"
sitagliptin	Diabetic Ketoacidosis
sitagliptin	Pancreatitis
sitagliptin	Reactive hypoglycemia
sitagliptin	Chronic Kidney Insufficiency
sitagliptin	Renal Insufficiency
sorafenib	Renal Cell Carcinoma
sorafenib	Thyroid carcinoma
sorafenib	Liver carcinoma
sorafenib	Acute Coronary Syndrome
sorafenib	Malignant Neoplasms
sorafenib	Non-Small Cell Lung Carcinoma
sorafenib	Hypoparathyroidism
sorafenib	Atrial Fibrillation
sorafenib	Embolism
sorafenib	Pulmonary Embolism
sorafenib	Cerebrovascular accident
sorafenib	Deep Vein Thrombosis
sotalol	Cardiac Arrhythmia
sotalol	Ventricular arrhythmia
sotalol	Myocardial Ischemia
sotalol	Sudden death
sotalol	Heart Diseases
sotalol	Congestive heart failure
sotalol	Cerebrovascular accident
sotalol	Tachycardia
sotalol	"Tachycardia, Ventricular"
sotalol	Diabetic
sotalol	Cardiac index
sotalol	Mean blood pressure
sotalol	Pulmonary arterial wedge pressure increased
sotalol	Sustained ventricular tachycardia
sotalol	Hypertensive (finding)
sotalol	Total Peripheral Resistance
sotalol	Hepatic impairment
sotalol	Renal Insufficiency
sotalol	Atrial Fibrillation
sotalol	Atrial Flutter
sotalol	Sinus rhythm
sotalol	Hypotension
sotalol	Non-sustained ventricular tachycardia
sotalol	Cardiac Flutter
sotalol	Cardiomegaly
sotalol	Supraventricular arrhythmia
spironolactone	Adenoma
spironolactone	Ascites
spironolactone	Diuresis
spironolactone	Edema
spironolactone	Congestive heart failure
spironolactone	Hepatic Coma
spironolactone	Hirsutism
spironolactone	Hyperaldosteronism
spironolactone	Hypernatremia
spironolactone	Malignant Hypertension
spironolactone	Hypokalemia
spironolactone	Liver Cirrhosis
spironolactone	Nephrotic Syndrome
spironolactone	Pregnancy
spironolactone	Essential Hypertension
spironolactone	Digitalis intoxication (NOS)
spironolactone	Hypotensive
spironolactone	Conn Syndrome
spironolactone	Adrenal hyperplasia
spironolactone	Hypertensive disease
spironolactone	Hypokalemic alkalosis
spironolactone	Benign essential hypertension (disorder)
spironolactone	Secondary aldosteronism
spironolactone	Hypovolemia
spironolactone	Idiopathic edema
spironolactone	Pre-Eclampsia
spironolactone	Sensory Discomfort
spironolactone	Gravitational oedema
spironolactone	Heart failure
spironolactone	Angina Pectoris
spironolactone	Diabetes Mellitus
spironolactone	Diabetic Nephropathy
spironolactone	Hyperlipidemia
spironolactone	Hypotension
spironolactone	Myocardial Infarction
stavudine	"Acidosis, Lactic"
stavudine	Pancreatitis
stavudine	Communicable Diseases
stavudine	Immunologic Deficiency Syndromes
streptomycin	Tuberculosis
streptomycin	Bacteremia
streptomycin	Chancroids
streptomycin	Communicable Diseases
streptomycin	Granuloma Inguinale
streptomycin	Plague
streptomycin	Tularemia
streptomycin	Urinary tract infection
streptomycin	Pneumonia due to Klebsiella pneumoniae
succinylcholine	Muscle relaxation phase
sufentanil	Pain
sulfamethoxazole	Acquired Immunodeficiency Syndrome
sulfamethoxazole	"Bronchitis, Chronic"
sulfamethoxazole	Enteritis
sulfamethoxazole	Urinary tract infection
sulfamethoxazole	Otitis media acute
