name1,name2,,,,
Pentamidine,Phenazopyridine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Pentamidine,Ribavirin,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Pentamidine,Tamoxifen,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470 ,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Pentolinium,Haloprogin,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Pentolinium,Sulconazole,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Pentolinium,Pentamidine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Perphenazine,Phenazopyridine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Perphenazine,Tamoxifen,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Phenazopyridine,Phenelzine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Phenazopyridine,Dacarbazine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Phenazopyridine,Pentamidine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Phenazopyridine,Fluconazole,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Phenazopyridine,Perphenazine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Phenelzine,Tamoxifen,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Phenelzine,Phenazopyridine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Phenelzine,Posaconazole,1,1,1,
Phenelzine,Voriconazole,1,1,1,
Posaconazole,Amphotericin B,21282457,http://www.ncbi.nlm.nih.gov/pubmed/ 21282457,"Chaturvedi V, Ramani R, Andes D, Diekema DJ, Pfaller MA, Ghannoum MA, Knapp C, Lockhart SR, Ostrosky-Zeichner L, Walsh TJ, Marchillo K, Messer S, Welshenbaugh AR, Bastulli C, Iqbal N, Paetznick VL, Rodriguez J, Sein T. (2011) Multilaboratory testing of two-drug combinations of antifungals against Candida albicans, Candida glabrata, and Candida parapsilosis. Antimicrob Agents Chemother. 55(4):1543-8.",
Posaconazole,Amphotericin B,18458135,http://www.ncbi.nlm.nih.gov/pubmed/18458135,"Perkhofer S, Locher M, Cuenca-Estrella M, Rï¿½ï¿½chel R, Wï¿½ï¿½rzner R, Dierich MP, Lass-Fl?rl C. (2008)enhances the activity of amphotericin B against hyphae of zygomycetes in vitro. Antimicrob Agents Chemother. 52(7):2636-8.",
Posaconazole,Amphotericin B,15673745,http://www.ncbi.nlm.nih.gov/pubmed/ 15673745,"Cacciapuoti A, Gurnani M, Halpern J, Norris C, Patel R, Loebenberg D. (2005) Interaction betweenand amphotericin B in concomitant treatment against Candida albicans in vivo. Antimicrob Agents Chemother. 49(2):638-42.",
Posaconazole,Amphotericin B,17116665,http://www.ncbi.nlm.nih.gov/pubmed/ 17116665,"Perkhofer S, Lugger H, Dierich MP, Lass-Fl?rl C. (2007)enhances the activity of amphotericin B against Aspergillus hyphae in vitro. Antimicrob Agents Chemother. 51(2):791-3.",
Posaconazole,Caspofungin,16723597,http://www.ncbi.nlm.nih.gov/pubmed/16723597,"Cuenca-Estrella M, Gomez-Lopez A, Buitrago MJ, Mellado E, Garcia-Effron G, Rodriguez-Tudela JL. (2006) In vitro activities of 10 combinations of antifungal agents against the multiresistant pathogen Scopulariopsis brevicaulis. Antimicrob Agents Chemother. 50(6):2248-50.",
Posaconazole,Caspofungin,16048980,http://www.ncbi.nlm.nih.gov/pubmed/ 16048980,"Oliveira ER, Fothergill AW, Kirkpatrick WR, Coco BJ, Patterson TF, Redding SW. (2005) In vitro interaction ofand caspofungin against clinical isolates of Candida glabrata. Antimicrob Agents Chemother. 49(8):3544-5.",
Posaconazole,Caspofungin,17576835,http://www.ncbi.nlm.nih.gov/pubmed/17576835,"Guembe M, Guinea J, Pelï¿½ï¿½ez T, Torres-Narbona M, Bouza E. (2007) Synergistic effect ofand caspofungin against clinical zygomycetes. Antimicrob Agents Chemother. 51(9):3457-8.",
Posaconazole,Cyclosporine,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E, Schwarz P, Lortholary O. (2009) In vitro interactions between antifungals and immunosuppressive drugs against zygomycetes. Antimicrob Agents Chemother. 53(8):3549-51.",
Posaconazole,Flucytosine,11302795,http://www.ncbi.nlm.nih.gov/pubmed/ 11302795,"Barchiesi F, Schimizzi AM, Najvar LK, Bocanegra R, Caselli F, Di Cesare S, Giannini D, Di Francesco LF, Giacometti A, Carle F, Scalise G, Graybill JR. (2001) Interactions ofand flucytosine against Cryptococcus neoformans. Antimicrob Agents Chemother. 45(5):1355-9.",
Posaconazole,Terbinafine,16723597,http://www.ncbi.nlm.nih.gov/pubmed/16723597,"Cuenca-Estrella M, Gomez-Lopez A, Buitrago MJ, Mellado E, Garcia-Effron G, Rodriguez-Tudela JL. (2006) In vitro activities of 10 combinations of antifungal agents against the multiresistant pathogen Scopulariopsis brevicaulis. Antimicrob Agents Chemother. 50(6):2248-50.",
Posaconazole,Caspofungin,16048980,http://www.ncbi.nlm.nih.gov/pubmed/16048980,"Oliveira E.R., Fothergill A.W., Kirkpatrick W.R., Coco B.J., Patterson T.F., Redding S.W. (2005) In vitro interaction ofand caspofungin against clinical isolates of Candida glabrata. Antimicrobial Agents and Chemotherapy 49:3544-3545. DOI: 10.1128/aac.49.8.3544-3545.2005.",
Posaconazole,Rapamycin,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
Posaconazole,Cyclosporine A,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
Posaconazole,Phenelzine,1,1,1,
Propylparaben,Fluconazole,8592988,http://www.ncbi.nlm.nih.gov/pubmed/ 8592988,"Scott EM, Tariq VN, McCrory RM. (1995) Demonstration of synergy with fluconazole and either ibuprofen, sodium salicylate, or propylparaben against Candida albicans in vitro. Antimicrob Agents Chemother. 39(12):2610-4.",
pyrazinamide,Fluconazole,19520551,http://www.ncbi.nlm.nih.gov/pubmed/ 19520551,"Cordeiro Rde A, Brilhante RS, Rocha MF, Medrano DJ, Monteiro AJ, Tavares JL, de Lima RA, de Camargo ZP, Sidrim JJ. (2009) In vitro synergistic effects of antituberculous drugs plus antifungals against Coccidioides posadasii. Int J Antimicrob Agents. 34(3):278-80.",
pyrazinamide,Itraconazole,19520551,http://www.ncbi.nlm.nih.gov/pubmed/ 19520551,"Cordeiro Rde A, Brilhante RS, Rocha MF, Medrano DJ, Monteiro AJ, Tavares JL, de Lima RA, de Camargo ZP, Sidrim JJ. (2009) In vitro synergistic effects of antituberculous drugs plus antifungals against Coccidioides posadasii. Int J Antimicrob Agents. 34(3):278-80.",
pyrazinamide,Voriconazole,19520551,http://www.ncbi.nlm.nih.gov/pubmed/ 19520551,"Cordeiro Rde A, Brilhante RS, Rocha MF, Medrano DJ, Monteiro AJ, Tavares JL, de Lima RA, de Camargo ZP, Sidrim JJ. (2009) In vitro synergistic effects of antituberculous drugs plus antifungals against Coccidioides posadasii. Int J Antimicrob Agents. 34(3):278-80.",
R 3783,Nikkomycin X,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
R 3783,Nikkomycin Z,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
rac-1-O-dodecylglycerol,Amphotericin B,7979283,http://www.ncbi.nlm.nih.gov/pubmed/ 7979283,"Haynes MP, Buckley HR, Higgins ML, Pieringer RA. (1994) Synergism between the antifungal agents amphotericin B and alkyl glycerol ethers. Antimicrob Agents Chemother. 38(7):1523-9.",
Radicicol,Ketoconazole,17360571,http://www.ncbi.nlm.nih.gov/pubmed/17360571,"Zhang L.X., Yan K.Z., Zhang Y., Huang R., Bian J., Zheng C.S., Sun H.X., Chen Z.H., Sun N., An R., Min F.G., Zhao W.B., Zhuo Y., You J.L., Song Y.J., Yu Z.Y., Liu Z.H., Yang K.Q., Gao H., Dai H.Q., Zhang X.L., Wang J., Fu C.Z., Pei G., Liu J.T., Zhang S., Goodfellow M., Jiang Y.Y., Kuai J., Zhou G.C., Chen X.P. (2007) High-throughput synergy screening identifies microbial metabolites as combination agents for the treatment of fungal infections. Proceedings of the National Academy of Sciences of the United States of America 104:4606-4611. DOI: 10.1073/pnas.0609370104.",
Ranalexin,Anidulafungin,20106636,http://www.ncbi.nlm.nih.gov/pubmed/ 20106636,"Harris MR, Coote PJ. (2010) Combination of caspofungin or anidulafungin with antimicrobial peptides results in potent synergistic killing of Candida albicans and Candida glabrata in vitro. Int J Antimicrob Agents. 35(4):347-56.",
Ranalexin,Caspofungin,20106636,http://www.ncbi.nlm.nih.gov/pubmed/ 20106636,"Harris MR, Coote PJ. (2010) Combination of caspofungin or anidulafungin with antimicrobial peptides results in potent synergistic killing of Candida albicans and Candida glabrata in vitro. Int J Antimicrob Agents. 35(4):347-56.",
rapamycin,Amphotericin B,18070977,http://www.ncbi.nlm.nih.gov/pubmed/ 18070977,"Kontoyiannis DP, Lewis RE, Alexander BD, Lortholary O, Dromer F, Gupta KL, John GT, Del Busto R, Klintmalm GB, Somani J, Lyon GM, Pursell K, Stosor V, Munoz P, Limaye AP, Kalil AC, Pruett TL, Garcia-Diaz J, Humar A, Houston S, House AA, Wray D, Orloff S, Dowdy LA, Fisher RA, Heitman J, Albert ND, Wagener MM, Singh N. (2008) Calcineurin inhibitor agents interact synergistically with antifungal agents in vitro against Cryptococcus neoformans isolates: correlation with outcome in solid organ transplant recipients with cryptococcosis. Antimicrob Agents Chemother. 52(2):735-8.",
rapamycin,Amphotericin B,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E, Schwarz P, Lortholary O. (2009) In vitro interactions between antifungals and immunosuppressive drugs against zygomycetes. Antimicrob Agents Chemother. 53(8):3549-51.",
rapamycin,Fluconazole,18070977,http://www.ncbi.nlm.nih.gov/pubmed/ 18070977,"Kontoyiannis DP, Lewis RE, Alexander BD, Lortholary O, Dromer F, Gupta KL, John GT, Del Busto R, Klintmalm GB, Somani J, Lyon GM, Pursell K, Stosor V, Munoz P, Limaye AP, Kalil AC, Pruett TL, Garcia-Diaz J, Humar A, Houston S, House AA, Wray D, Orloff S, Dowdy LA, Fisher RA, Heitman J, Albert ND, Wagener MM, Singh N. (2008) Calcineurin inhibitor agents interact synergistically with antifungal agents in vitro against Cryptococcus neoformans isolates: correlation with outcome in solid organ transplant recipients with cryptococcosis. Antimicrob Agents Chemother. 52(2):735-8.",
rapamycin,Itraconazole,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
rapamycin,Posaconazole,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
rapamycin,Ravuconazole,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
ravuconazole,Amphotericin B,14761725,http://www.ncbi.nlm.nih.gov/pubmed/ 14761725,"Ortoneda M, Capilla J, Javier Pastor F, Pujol I, Guarro J. (2004) In vitro interactions of licensed and novel antifungal drugs against Fusarium spp. Diagn Microbiol Infect Dis. 48(1):69-71.",
ravuconazole,Terbinafine,15215136,http://www.ncbi.nlm.nih.gov/pubmed/15215136,"Ortoneda M, Capilla J, Pastor FJ, Pujol I, Yustes C, Serena C, Guarro J. (2004) In vitro interactions of approved and novel drugs against Paecilomyces spp. Antimicrob Agents Chemother. 48(7):2727-9.",
ravuconazole,Terbinafine,14761725,http://www.ncbi.nlm.nih.gov/pubmed/ 14761725,"Ortoneda M, Capilla J, Javier Pastor F, Pujol I, Guarro J. (2004) In vitro interactions of licensed and novel antifungal drugs against Fusarium spp. Diagn Microbiol Infect Dis. 48(1):69-71.",
ravuconazole,Cyclosporine,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
ravuconazole,Tacrolimus,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
ravuconazole,Rapamycin,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
ravuconazole,Anidulafungin,18195067,http://www.ncbi.nlm.nih.gov/pubmed/18195067,"Cuenca-Estrella M., Alastruey-Lzquierdo A., Alcazar-Fuoli L., Bernal-Martinez L., Gomez-Lopez A., Buitrago M.J., Mellado E., Rodriguez-Tudela J.L. (2008) In vitro activities of 35 double combinations of antifungal agents against Scedosporium apiospermum and Scedosporium prolificans. Antimicrobial Agents and Chemotherapy 52:1136-1139. DOI: 10.1128/aac.01160-07",
ravuconazole,Cyclosporine A,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
ravuconazole,FK506,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
Retigeric acid B,Ketoconazole,19171796,http://www.ncbi.nlm.nih.gov/pubmed/19171796,"Sun L.M., Sun S.J., Cheng A.X., Wu X.Z., Zhang Y., Lou H.X. (2009) In Vitro Activities of Retigeric Acid B Alone and in Combination with Azole Antifungal Agents against Candida albicans. Antimicrobial Agents and Chemotherapy 53:1586-1591. DOI: 10.1128/aac.00940-08.",
Retigeric acid B,Fluconazole,19171796,http://www.ncbi.nlm.nih.gov/pubmed/19171796,"Sun L.M., Sun S.J., Cheng A.X., Wu X.Z., Zhang Y., Lou H.X. (2009) In Vitro Activities of Retigeric Acid B Alone and in Combination with Azole Antifungal Agents against Candida albicans. Antimicrobial Agents and Chemotherapy 53:1586-1591. DOI: 10.1128/aac.00940-08.",
Ribavirin,Ketoconazole,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Ribavirin,Pentamidine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Rifabutin,Amphotericin B,9517924,http://www.ncbi.nlm.nih.gov/pubmed/ 9517924,"Clancy CJ, Yu YC, Lewin A, Nguyen MH. (1998) Inhibition of RNA synthesis as a therapeutic strategy against Aspergillus and Fusarium: demonstration of in vitro synergy between rifabutin and amphotericin B. Antimicrob Agents Chemother. 42(3):509-13.",
rifampin,Bacitracin,2039211,http://www.ncbi.nlm.nih.gov/pubmed/ 2039211,"Bacon AE, McGrath S, Fekety R, Holloway WJ. (1991) In vitro synergy studies with Clostridium difficile. Antimicrob Agents Chemother. 35(3):582-3.",
Sodium Salicylate,Fluconazole,8592988,http://www.ncbi.nlm.nih.gov/pubmed/ 8592988,"Scott EM, Tariq VN, McCrory RM. (1995) Demonstration of synergy with fluconazole and either ibuprofen, sodium salicylate, or propylparaben against Candida albicans in vitro. Antimicrob Agents Chemother. 39(12):2610-4.",
staurosporine,Caspofungin,15388447,http://www.ncbi.nlm.nih.gov/pubmed/ 15388447,"Markovich S, Yekutiel A, Shalit I, Shadkchan Y, Osherov N. (2004) Genomic approach to identification of mutations affecting caspofungin susceptibility in Saccharomyces cerevisiae. Antimicrob Agents Chemother. 48(10):3871-6.",
Sulconazole,Pentolinium,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Sulfamethoxazole,Caspofungin,15328085,http://www.ncbi.nlm.nih.gov/pubmed/15328085,"Yekutiel A, Shalit I, Shadkchan Y, Osherov N. (2004) In vitro activity of caspofungin combined with sulfamethoxazole against clinical isolates of Aspergillus spp. Antimicrob Agents Chemother. 48(9):3279-83.",
Tacrolimus,Itraconazole,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
Tacrolimus,ravuconazole,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
Tamoxifen,Methoxsalen,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Tamoxifen,Pentamidine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Tamoxifen,Perphenazine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Tamoxifen,Phenelzine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Tamoxifen,Dacarbazine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Terbinafine,Amphotericin B,9511038,http://www.ncbi.nlm.nih.gov/pubmed/9511038,"Barchiesi F., Di Francesco L.F., Compagnucci P., Arzeni D., Giacometti A., Scalise G. (1998) In-vitro interaction of terbinafine with amphotericin B, fluconazole and itraconazole against clinical isolates of Candida albicans. Journal of Antimicrobial Chemotherapy 41:59-65.",
Terbinafine,Caspofungin,19289531,http://www.ncbi.nlm.nih.gov/pubmed/19289531,"Cavalheiro A.S., Maboni G., de Azevedo M.I., Argenta J.S., Pereira D.I.B., Spader T.B., Alves S.H., Santurio J.M. (2009) In Vitro Activity of Terbinafine Combined with Caspofungin and Azoles against Pythium insidiosum. Antimicrobial Agents and Chemotherapy 53:2136-2138. DOI: 10.1128/aac.01506-08.",
Terbinafine,FK506,12604527,http://www.ncbi.nlm.nih.gov/pubmed/12604527,"Onyewu C., Blankenship J.R., Del Poeta M., Heitman J. (2003) Ergosterol biosynthesis inhibitors become fungicidal when combined with calcineurin inhibitors against Candida albicans, Candida glabrata, and Candida krusei. Antimicrobial Agents and Chemotherapy 47:956-964. DOI: 10.1128/aac.47.3.956-964.2003.",
Terbinafine,Fluconazole,17332758,http://www.ncbi.nlm.nih.gov/pubmed/17332758,"Lehar J., Zimmermann G.R., Krueger A.S., Molnar R.A., Ledell J.T., Heilbut A.M., Short G.F., Giusti L.C., Nolan G.P., Magid O.A., Lee M.S., Borisy A.A., Stockwell B.R., Keith C.T. (2007) Chemical combination effects predict connectivity in biological systems. Molecular Systems Biology 3. DOI: 10.1038/msb4100116.",
Terbinafine,Itraconazole,10459811,http://www.ncbi.nlm.nih.gov/pubmed/10459811,"Barchiesi F., Gallo D., Caselli F., Di Francesco L.F., Arzeni D., Giacometti A., Scalise G. (1999) In-vitro interactions of itraconazole with flucytosine against clinical isolates of Cryptococcus neoformans. Journal of Antimicrobial Chemotherapy 44:65-70.",
